Serial_number:
1090587
Project ID:

Location:

LEVEL
UNIT: m
Offset: 0.000000 m
TEMPERATURE
UNIT: °C
CONDUCTIVITY
UNIT: µS/cm
Date,Time,ms,LEVEL,TEMPERATURE,CONDUCTIVITY
2/7/2025,06:07:54 pm,0,10.2078,8.764,59.1
2/7/2025,06:12:54 pm,0,10.1993,8.754,60.6
2/7/2025,06:17:54 pm,0,10.1993,8.739,60.7
2/7/2025,06:22:54 pm,0,10.2002,8.726,60.6
2/7/2025,06:27:54 pm,0,10.2031,8.713,60.6
2/7/2025,06:32:54 pm,0,10.1993,8.698,59.1
2/7/2025,06:37:54 pm,0,10.2024,8.684,60.7
2/7/2025,06:42:54 pm,0,10.2042,8.670,59.1
2/7/2025,06:47:54 pm,0,10.1991,8.656,60.7
2/7/2025,06:52:54 pm,0,10.2004,8.641,59.2
2/7/2025,06:57:54 pm,0,10.1990,8.629,59.2
2/7/2025,07:02:54 pm,0,10.1960,8.614,59.0
2/7/2025,07:07:54 pm,0,10.2041,8.598,60.6
2/7/2025,07:12:54 pm,0,10.1980,8.584,59.0
2/7/2025,07:17:54 pm,0,10.1937,8.574,59.1
2/7/2025,07:22:54 pm,0,10.1943,8.565,59.1
2/7/2025,07:27:54 pm,0,10.1920,8.554,59.1
2/7/2025,07:32:54 pm,0,10.1897,8.544,59.3
2/7/2025,07:37:54 pm,0,10.1887,8.533,59.2
2/7/2025,07:42:54 pm,0,10.1945,8.520,59.1
2/7/2025,07:47:54 pm,0,10.1944,8.508,59.1
2/7/2025,07:52:54 pm,0,10.1923,8.494,59.0
2/7/2025,07:57:54 pm,0,10.1905,8.480,59.1
2/7/2025,08:02:54 pm,0,10.1886,8.464,59.1
2/7/2025,08:07:54 pm,0,10.1819,8.453,59.2
2/7/2025,08:12:54 pm,0,10.1884,8.438,59.2
2/7/2025,08:17:54 pm,0,10.1878,8.424,59.1
2/7/2025,08:22:54 pm,0,10.1859,8.411,59.1
2/7/2025,08:27:54 pm,0,10.1847,8.401,59.1
2/7/2025,08:32:54 pm,0,10.1825,8.386,59.1
2/7/2025,08:37:54 pm,0,10.1809,8.370,59.1
2/7/2025,08:42:54 pm,0,10.1832,8.358,59.1
2/7/2025,08:47:54 pm,0,10.1799,8.342,58.9
2/7/2025,08:52:54 pm,0,10.1815,8.333,59.0
2/7/2025,08:57:54 pm,0,10.1849,8.321,60.6
2/7/2025,09:02:54 pm,0,10.1817,8.310,58.9
2/7/2025,09:07:54 pm,0,10.1850,8.298,59.0
2/7/2025,09:12:54 pm,0,10.1821,8.294,59.0
2/7/2025,09:17:54 pm,0,10.1852,8.287,60.6
2/7/2025,09:22:54 pm,0,10.1788,8.279,60.5
2/7/2025,09:27:54 pm,0,10.1785,8.272,59.0
2/7/2025,09:32:54 pm,0,10.1776,8.266,58.9
2/7/2025,09:37:54 pm,0,10.1770,8.259,58.9
2/7/2025,09:42:54 pm,0,10.1821,8.255,60.5
2/7/2025,09:47:54 pm,0,10.1794,8.251,60.5
2/7/2025,09:52:54 pm,0,10.1792,8.244,59.0
2/7/2025,09:57:54 pm,0,10.1790,8.240,60.5
2/7/2025,10:02:54 pm,0,10.1799,8.237,59.0
2/7/2025,10:07:54 pm,0,10.1812,8.236,58.9
2/7/2025,10:12:54 pm,0,10.1779,8.237,60.6
2/7/2025,10:17:54 pm,0,10.1735,8.235,59.1
2/7/2025,10:22:54 pm,0,10.1752,8.234,58.9
2/7/2025,10:27:54 pm,0,10.1730,8.231,59.0
2/7/2025,10:32:54 pm,0,10.1688,8.230,59.2
2/7/2025,10:37:54 pm,0,10.1688,8.230,60.8
2/7/2025,10:42:54 pm,0,10.1711,8.231,59.2
2/7/2025,10:47:54 pm,0,10.1683,8.227,59.2
2/7/2025,10:52:54 pm,0,10.1681,8.226,60.6
2/7/2025,10:57:54 pm,0,10.1683,8.226,59.1
2/7/2025,11:02:54 pm,0,10.1696,8.225,59.0
2/7/2025,11:07:54 pm,0,10.1642,8.227,59.1
2/7/2025,11:12:54 pm,0,10.1643,8.229,59.1
2/7/2025,11:17:54 pm,0,10.1657,8.228,59.0
2/7/2025,11:22:54 pm,0,10.1633,8.228,59.0
2/7/2025,11:27:54 pm,0,10.1641,8.231,60.5
2/7/2025,11:32:54 pm,0,10.1640,8.231,59.0
2/7/2025,11:37:54 pm,0,10.1692,8.227,60.5
2/7/2025,11:42:54 pm,0,10.1725,8.229,60.6
2/7/2025,11:47:54 pm,0,10.1672,8.234,59.0
2/7/2025,11:52:54 pm,0,10.1660,8.235,59.1
2/7/2025,11:57:54 pm,0,10.1643,8.238,59.0
2/8/2025,12:02:54 am,0,10.1638,8.237,60.5
2/8/2025,12:07:54 am,0,10.1607,8.237,59.0
2/8/2025,12:12:54 am,0,10.1636,8.238,58.8
2/8/2025,12:17:54 am,0,10.1625,8.240,59.3
2/8/2025,12:22:54 am,0,10.1622,8.243,59.3
2/8/2025,12:27:54 am,0,10.1657,8.245,59.2
2/8/2025,12:32:54 am,0,10.1604,8.250,59.5
2/8/2025,12:37:54 am,0,10.1579,8.251,59.5
2/8/2025,12:42:54 am,0,10.1611,8.253,59.4
2/8/2025,12:47:54 am,0,10.1544,8.254,59.5
2/8/2025,12:52:54 am,0,10.1582,8.254,59.4
2/8/2025,12:57:54 am,0,10.1551,8.256,59.4
2/8/2025,01:02:54 am,0,10.1531,8.255,59.5
2/8/2025,01:07:54 am,0,10.1515,8.258,59.5
2/8/2025,01:12:54 am,0,10.1497,8.256,59.5
2/8/2025,01:17:54 am,0,10.1447,8.257,59.4
2/8/2025,01:22:54 am,0,10.1487,8.254,59.4
2/8/2025,01:27:54 am,0,10.1446,8.257,59.5
2/8/2025,01:32:54 am,0,10.1409,8.257,59.4
2/8/2025,01:37:54 am,0,10.1436,8.256,59.4
2/8/2025,01:42:54 am,0,10.1409,8.253,59.5
2/8/2025,01:47:54 am,0,10.1390,8.251,59.5
2/8/2025,01:52:54 am,0,10.1377,8.253,59.5
2/8/2025,01:57:54 am,0,10.1383,8.253,59.5
2/8/2025,02:02:54 am,0,10.1336,8.253,59.5
2/8/2025,02:07:54 am,0,10.1294,8.251,59.5
2/8/2025,02:12:54 am,0,10.1287,8.254,59.5
2/8/2025,02:17:54 am,0,10.1272,8.248,59.5
2/8/2025,02:22:54 am,0,10.1276,8.246,59.6
2/8/2025,02:27:54 am,0,10.1257,8.246,59.5
2/8/2025,02:32:54 am,0,10.1240,8.246,59.6
2/8/2025,02:37:54 am,0,10.1255,8.245,59.6
2/8/2025,02:42:54 am,0,10.1246,8.244,59.6
2/8/2025,02:47:54 am,0,10.1271,8.243,59.6
2/8/2025,02:52:54 am,0,10.1224,8.244,59.6
2/8/2025,02:57:54 am,0,10.1238,8.244,59.5
2/8/2025,03:02:54 am,0,10.1230,8.243,59.6
2/8/2025,03:07:54 am,0,10.1190,8.239,59.7
2/8/2025,03:12:54 am,0,10.1204,8.238,59.6
2/8/2025,03:17:54 am,0,10.1192,8.238,59.7
2/8/2025,03:22:54 am,0,10.1176,8.238,60.2
2/8/2025,03:27:54 am,0,10.1164,8.237,60.2
2/8/2025,03:32:54 am,0,10.1192,8.236,60.3
2/8/2025,03:37:54 am,0,10.1191,8.235,60.4
2/8/2025,03:42:54 am,0,10.1174,8.234,60.4
2/8/2025,03:47:54 am,0,10.1156,8.235,60.5
2/8/2025,03:52:54 am,0,10.1194,8.235,61.2
2/8/2025,03:57:54 am,0,10.1216,8.235,62.5
2/8/2025,04:02:54 am,0,10.1208,8.237,64.2
2/8/2025,04:07:54 am,0,10.1183,8.236,66.0
2/8/2025,04:12:54 am,0,10.1192,8.236,67.3
2/8/2025,04:17:54 am,0,10.1177,8.234,68.0
2/8/2025,04:22:54 am,0,10.1173,8.236,68.3
2/8/2025,04:27:54 am,0,10.1158,8.237,68.1
2/8/2025,04:32:54 am,0,10.1172,8.237,67.2
2/8/2025,04:37:54 am,0,10.1191,8.237,65.8
2/8/2025,04:42:54 am,0,10.1148,8.238,64.9
2/8/2025,04:47:54 am,0,10.1152,8.238,64.1
2/8/2025,04:52:54 am,0,10.1166,8.238,63.6
2/8/2025,04:57:54 am,0,10.1125,8.239,63.2
2/8/2025,05:02:54 am,0,10.1118,8.240,63.0
2/8/2025,05:07:54 am,0,10.1089,8.239,62.9
2/8/2025,05:12:54 am,0,10.1103,8.238,63.1
2/8/2025,05:17:54 am,0,10.1075,8.239,63.7
2/8/2025,05:22:54 am,0,10.1062,8.238,64.7
2/8/2025,05:27:54 am,0,10.1076,8.236,66.2
2/8/2025,05:32:54 am,0,10.1097,8.235,67.4
2/8/2025,05:37:54 am,0,10.1099,8.232,68.2
2/8/2025,05:42:54 am,0,10.1066,8.224,68.2
2/8/2025,05:47:54 am,0,10.1076,8.218,67.3
2/8/2025,05:52:54 am,0,10.1091,8.210,66.1
2/8/2025,05:57:54 am,0,10.1078,8.205,65.0
2/8/2025,06:02:54 am,0,10.1027,8.201,64.3
2/8/2025,06:07:54 am,0,10.1047,8.196,63.8
2/8/2025,06:12:54 am,0,10.1062,8.193,63.4
2/8/2025,06:17:54 am,0,10.1020,8.193,63.0
2/8/2025,06:22:54 am,0,10.0998,8.190,62.9
2/8/2025,06:27:54 am,0,10.1012,8.188,62.6
2/8/2025,06:32:54 am,0,10.1002,8.189,62.5
2/8/2025,06:37:54 am,0,10.0993,8.187,62.4
2/8/2025,06:42:54 am,0,10.0966,8.187,62.2
2/8/2025,06:47:54 am,0,10.0942,8.186,62.1
2/8/2025,06:52:54 am,0,10.0951,8.187,61.7
2/8/2025,06:57:54 am,0,10.0968,8.185,61.7
2/8/2025,07:02:54 am,0,10.0986,8.186,61.6
2/8/2025,07:07:54 am,0,10.0960,8.183,61.6
2/8/2025,07:12:54 am,0,10.0975,8.185,61.5
2/8/2025,07:17:54 am,0,10.0963,8.182,61.5
2/8/2025,07:22:54 am,0,10.0986,8.181,61.4
2/8/2025,07:27:54 am,0,10.0961,8.181,61.3
2/8/2025,07:32:54 am,0,10.0987,8.181,61.3
2/8/2025,07:37:54 am,0,10.1005,8.181,61.3
2/8/2025,07:42:54 am,0,10.0947,8.183,61.3
2/8/2025,07:47:54 am,0,10.0993,8.182,61.2
2/8/2025,07:52:54 am,0,10.0974,8.182,61.1
2/8/2025,07:57:54 am,0,10.0979,8.183,61.1
2/8/2025,08:02:54 am,0,10.0988,8.184,61.1
2/8/2025,08:07:54 am,0,10.0996,8.185,61.0
2/8/2025,08:12:54 am,0,10.0995,8.186,60.9
2/8/2025,08:17:54 am,0,10.1006,8.185,60.9
2/8/2025,08:22:54 am,0,10.1008,8.184,60.9
2/8/2025,08:27:54 am,0,10.1013,8.186,60.9
2/8/2025,08:32:54 am,0,10.0995,8.190,60.6
2/8/2025,08:37:54 am,0,10.0976,8.192,60.5
2/8/2025,08:42:54 am,0,10.0956,8.195,60.7
2/8/2025,08:47:54 am,0,10.0973,8.202,60.6
2/8/2025,08:52:54 am,0,10.0971,8.208,60.8
2/8/2025,08:57:54 am,0,10.0950,8.210,60.8
2/8/2025,09:02:54 am,0,10.0975,8.212,60.8
2/8/2025,09:07:54 am,0,10.0979,8.216,60.7
2/8/2025,09:12:54 am,0,10.0959,8.221,60.8
2/8/2025,09:17:54 am,0,10.0928,8.227,60.8
2/8/2025,09:22:54 am,0,10.0894,8.232,60.8
2/8/2025,09:27:54 am,0,10.0907,8.239,60.8
2/8/2025,09:32:54 am,0,10.0915,8.252,60.7
2/8/2025,09:37:54 am,0,10.0944,8.263,60.8
2/8/2025,09:42:54 am,0,10.0901,8.279,60.8
2/8/2025,09:47:54 am,0,10.0901,8.297,60.8
2/8/2025,09:52:54 am,0,10.0907,8.321,60.9
2/8/2025,09:57:54 am,0,10.0875,8.349,61.0
2/8/2025,10:02:54 am,0,10.0876,8.380,61.1
2/8/2025,10:07:54 am,0,10.0878,8.407,61.1
2/8/2025,10:12:54 am,0,10.0855,8.444,61.3
2/8/2025,10:17:54 am,0,10.0824,8.479,61.4
2/8/2025,10:22:54 am,0,10.0848,8.512,61.5
2/8/2025,10:27:54 am,0,10.0832,8.557,61.6
2/8/2025,10:32:54 am,0,10.0801,8.608,61.7
2/8/2025,10:37:54 am,0,10.0821,8.651,61.8
2/8/2025,10:42:54 am,0,10.0805,8.698,61.9
2/8/2025,10:47:54 am,0,10.0813,8.757,62.0
2/8/2025,10:52:54 am,0,10.0765,8.823,62.3
2/8/2025,10:57:54 am,0,10.0780,8.890,62.4
2/8/2025,11:02:54 am,0,10.0788,8.972,62.8
2/8/2025,11:07:54 am,0,10.0754,9.054,62.9
2/8/2025,11:12:54 am,0,10.0721,9.143,63.0
2/8/2025,11:17:54 am,0,10.0745,9.204,63.1
2/8/2025,11:22:54 am,0,10.0736,9.281,63.2
2/8/2025,11:27:54 am,0,10.0729,9.356,63.4
2/8/2025,11:32:54 am,0,10.0742,9.444,63.5
2/8/2025,11:37:54 am,0,10.0726,9.532,63.7
2/8/2025,11:42:54 am,0,10.0712,9.608,63.9
2/8/2025,11:47:54 am,0,10.0728,9.682,64.1
2/8/2025,11:52:54 am,0,10.0703,9.755,64.2
2/8/2025,11:57:54 am,0,10.0652,9.821,64.4
2/8/2025,12:02:54 pm,0,10.0691,9.890,64.6
2/8/2025,12:07:54 pm,0,10.0662,9.947,64.8
2/8/2025,12:12:54 pm,0,10.0640,10.004,64.8
2/8/2025,12:17:54 pm,0,10.0689,10.056,65.0
2/8/2025,12:22:54 pm,0,10.0674,10.093,65.0
2/8/2025,12:27:54 pm,0,10.0628,10.125,65.2
2/8/2025,12:32:54 pm,0,10.0606,10.165,65.3
2/8/2025,12:37:54 pm,0,10.0611,10.202,65.3
2/8/2025,12:42:54 pm,0,10.0577,10.242,65.3
2/8/2025,12:47:54 pm,0,10.0557,10.289,65.5
2/8/2025,12:52:54 pm,0,10.0530,10.330,65.6
2/8/2025,12:57:54 pm,0,10.0545,10.374,65.7
2/8/2025,01:02:54 pm,0,10.0535,10.433,65.8
2/8/2025,01:07:54 pm,0,10.0543,10.492,65.9
2/8/2025,01:12:54 pm,0,10.0512,10.546,66.1
2/8/2025,01:17:54 pm,0,10.0483,10.611,66.2
2/8/2025,01:22:54 pm,0,10.0482,10.653,66.3
2/8/2025,01:27:54 pm,0,10.0496,10.697,66.4
2/8/2025,01:32:54 pm,0,10.0459,10.736,66.6
2/8/2025,01:37:54 pm,0,10.0443,10.775,66.6
2/8/2025,01:42:54 pm,0,10.0409,10.803,66.7
2/8/2025,01:47:54 pm,0,10.0389,10.837,66.7
2/8/2025,01:52:54 pm,0,10.0368,10.864,66.8
2/8/2025,01:57:54 pm,0,10.0374,10.897,66.9
2/8/2025,02:02:54 pm,0,10.0372,10.933,67.0
2/8/2025,02:07:54 pm,0,10.0371,10.952,67.1
2/8/2025,02:12:54 pm,0,10.0333,10.956,67.3
2/8/2025,02:17:54 pm,0,10.0330,10.993,67.4
2/8/2025,02:22:54 pm,0,10.0300,11.029,67.3
2/8/2025,02:27:54 pm,0,10.0307,11.053,67.3
2/8/2025,02:32:54 pm,0,10.0319,11.068,67.4
2/8/2025,02:37:54 pm,0,10.0301,11.097,67.5
2/8/2025,02:42:54 pm,0,10.0317,11.103,67.4
2/8/2025,02:47:54 pm,0,10.0310,11.114,67.5
2/8/2025,02:52:54 pm,0,10.0294,11.119,67.6
2/8/2025,02:57:54 pm,0,10.0273,11.113,67.5
2/8/2025,03:02:54 pm,0,10.0284,11.110,67.5
2/8/2025,03:07:54 pm,0,10.0287,11.117,67.5
2/8/2025,03:12:54 pm,0,10.0281,11.116,67.5
2/8/2025,03:17:54 pm,0,10.0345,11.109,67.5
2/8/2025,03:22:54 pm,0,10.0307,11.099,67.5
2/8/2025,03:27:54 pm,0,10.0310,11.110,67.6
2/8/2025,03:32:54 pm,0,10.0301,11.099,67.6
2/8/2025,03:37:54 pm,0,10.0273,11.084,67.6
2/8/2025,03:42:54 pm,0,10.0268,11.073,67.6
2/8/2025,03:47:54 pm,0,10.0273,11.056,67.6
2/8/2025,03:52:54 pm,0,10.0267,11.047,67.6
2/8/2025,03:57:54 pm,0,10.0276,11.042,67.6
2/8/2025,04:02:54 pm,0,10.0279,11.038,67.6
2/8/2025,04:07:54 pm,0,10.0289,11.039,67.7
2/8/2025,04:12:54 pm,0,10.0279,11.035,67.8
2/8/2025,04:17:54 pm,0,10.0263,11.024,67.8
2/8/2025,04:22:54 pm,0,10.0238,11.020,67.8
2/8/2025,04:27:54 pm,0,10.0253,11.017,67.8
2/8/2025,04:32:54 pm,0,10.0259,11.016,67.8
2/8/2025,04:37:54 pm,0,10.0225,11.000,67.7
2/8/2025,04:42:54 pm,0,10.0263,10.988,67.6
2/8/2025,04:47:54 pm,0,10.0269,10.981,67.6
2/8/2025,04:52:54 pm,0,10.0245,10.977,67.7
2/8/2025,04:57:54 pm,0,10.0210,10.967,67.7
2/8/2025,05:02:54 pm,0,10.0221,10.950,67.7
2/8/2025,05:07:54 pm,0,10.0226,10.940,67.8
2/8/2025,05:12:54 pm,0,10.0235,10.922,67.8
2/8/2025,05:17:54 pm,0,10.0223,10.907,67.9
2/8/2025,05:22:54 pm,0,10.0232,10.889,67.8
2/8/2025,05:27:54 pm,0,10.0242,10.877,67.9
2/8/2025,05:32:54 pm,0,10.0228,10.865,67.9
2/8/2025,05:37:54 pm,0,10.0208,10.848,67.9
2/8/2025,05:42:54 pm,0,10.0225,10.841,68.0
2/8/2025,05:47:54 pm,0,10.0221,10.823,68.0
2/8/2025,05:52:54 pm,0,10.0217,10.803,67.9
2/8/2025,05:57:54 pm,0,10.0210,10.780,68.0
2/8/2025,06:02:54 pm,0,10.0258,10.762,68.0
2/8/2025,06:07:54 pm,0,10.0227,10.751,68.1
2/8/2025,06:12:54 pm,0,10.0222,10.733,68.2
2/8/2025,06:17:54 pm,0,10.0248,10.719,68.2
2/8/2025,06:22:54 pm,0,10.0188,10.715,68.1
2/8/2025,06:27:54 pm,0,10.0229,10.698,68.0
2/8/2025,06:32:54 pm,0,10.0235,10.689,68.1
2/8/2025,06:37:54 pm,0,10.0243,10.678,68.1
2/8/2025,06:42:54 pm,0,10.0227,10.664,68.2
2/8/2025,06:47:54 pm,0,10.0221,10.663,68.3
2/8/2025,06:52:54 pm,0,10.0205,10.662,68.2
2/8/2025,06:57:54 pm,0,10.0223,10.661,68.2
2/8/2025,07:02:54 pm,0,10.0224,10.658,68.2
2/8/2025,07:07:54 pm,0,10.0210,10.656,68.2
2/8/2025,07:12:54 pm,0,10.0187,10.646,68.2
2/8/2025,07:17:54 pm,0,10.0209,10.643,68.2
2/8/2025,07:22:54 pm,0,10.0185,10.646,68.3
2/8/2025,07:27:54 pm,0,10.0212,10.642,68.3
2/8/2025,07:32:54 pm,0,10.0177,10.639,68.5
2/8/2025,07:37:54 pm,0,10.0206,10.644,68.5
2/8/2025,07:42:54 pm,0,10.0170,10.640,68.4
2/8/2025,07:47:54 pm,0,10.0170,10.638,68.4
2/8/2025,07:52:54 pm,0,10.0210,10.643,68.5
2/8/2025,07:57:54 pm,0,10.0172,10.647,68.5
2/8/2025,08:02:54 pm,0,10.0142,10.654,68.5
2/8/2025,08:07:54 pm,0,10.0166,10.649,68.5
2/8/2025,08:12:54 pm,0,10.0163,10.647,68.6
2/8/2025,08:17:54 pm,0,10.0188,10.655,68.6
2/8/2025,08:22:54 pm,0,10.0193,10.661,68.6
2/8/2025,08:27:54 pm,0,10.0159,10.653,68.6
2/8/2025,08:32:54 pm,0,10.0163,10.648,68.6
2/8/2025,08:37:54 pm,0,10.0171,10.649,68.7
2/8/2025,08:42:54 pm,0,10.0185,10.643,68.7
2/8/2025,08:47:54 pm,0,10.0159,10.645,68.8
2/8/2025,08:52:54 pm,0,10.0167,10.651,68.9
2/8/2025,08:57:54 pm,0,10.0153,10.650,68.8
2/8/2025,09:02:54 pm,0,10.0185,10.641,68.9
2/8/2025,09:07:54 pm,0,10.0147,10.635,68.8
2/8/2025,09:12:54 pm,0,10.0142,10.627,68.8
2/8/2025,09:17:54 pm,0,10.0140,10.615,68.7
2/8/2025,09:22:54 pm,0,10.0148,10.606,68.7
2/8/2025,09:27:54 pm,0,10.0140,10.607,68.7
2/8/2025,09:32:54 pm,0,10.0149,10.608,68.8
2/8/2025,09:37:54 pm,0,10.0160,10.603,68.8
2/8/2025,09:42:54 pm,0,10.0171,10.591,68.9
2/8/2025,09:47:54 pm,0,10.0149,10.579,68.9
2/8/2025,09:52:54 pm,0,10.0143,10.564,68.9
2/8/2025,09:57:54 pm,0,10.0167,10.559,69.0
2/8/2025,10:02:54 pm,0,10.0145,10.560,68.9
2/8/2025,10:07:54 pm,0,10.0140,10.557,68.9
2/8/2025,10:12:54 pm,0,10.0173,10.556,68.9
2/8/2025,10:17:54 pm,0,10.0155,10.538,68.8
2/8/2025,10:22:54 pm,0,10.0133,10.535,68.9
2/8/2025,10:27:54 pm,0,10.0135,10.534,68.9
2/8/2025,10:32:54 pm,0,10.0126,10.531,68.9
2/8/2025,10:37:54 pm,0,10.0126,10.527,68.9
2/8/2025,10:42:54 pm,0,10.0144,10.529,68.9
2/8/2025,10:47:54 pm,0,10.0134,10.531,68.9
2/8/2025,10:52:54 pm,0,10.0137,10.528,68.9
2/8/2025,10:57:54 pm,0,10.0109,10.525,68.9
2/8/2025,11:02:54 pm,0,10.0122,10.517,68.9
2/8/2025,11:07:54 pm,0,10.0138,10.511,68.9
2/8/2025,11:12:54 pm,0,10.0140,10.512,69.0
2/8/2025,11:17:54 pm,0,10.0150,10.507,69.0
2/8/2025,11:22:54 pm,0,10.0224,10.508,69.0
2/8/2025,11:27:54 pm,0,10.0240,10.546,68.8
2/8/2025,11:32:54 pm,0,10.0259,10.544,68.9
2/8/2025,11:37:54 pm,0,10.0292,10.546,68.8
2/8/2025,11:42:54 pm,0,10.0314,10.550,68.9
2/8/2025,11:47:54 pm,0,10.0362,10.553,69.1
2/8/2025,11:52:54 pm,0,10.0374,10.564,69.4
2/8/2025,11:57:54 pm,0,10.0403,10.565,69.4
2/9/2025,12:02:54 am,0,10.0379,10.571,69.5
2/9/2025,12:07:54 am,0,10.0384,10.574,69.6
2/9/2025,12:12:54 am,0,10.0440,10.583,69.5
2/9/2025,12:17:54 am,0,10.0402,10.585,69.5
2/9/2025,12:22:54 am,0,10.0435,10.593,69.5
2/9/2025,12:27:54 am,0,10.0430,10.597,69.5
2/9/2025,12:32:54 am,0,10.0440,10.593,69.5
2/9/2025,12:37:54 am,0,10.0438,10.583,69.6
2/9/2025,12:42:54 am,0,10.0424,10.584,69.6
2/9/2025,12:47:54 am,0,10.0442,10.574,69.6
2/9/2025,12:52:54 am,0,10.0468,10.563,69.7
2/9/2025,12:57:54 am,0,10.0458,10.556,69.9
2/9/2025,01:02:54 am,0,10.0458,10.549,70.0
2/9/2025,01:07:54 am,0,10.0453,10.541,70.2
2/9/2025,01:12:54 am,0,10.0466,10.534,70.5
2/9/2025,01:17:54 am,0,10.0495,10.527,70.6
2/9/2025,01:22:54 am,0,10.0472,10.515,70.7
2/9/2025,01:27:54 am,0,10.0474,10.503,70.8
2/9/2025,01:32:54 am,0,10.0472,10.490,70.8
2/9/2025,01:37:54 am,0,10.0518,10.476,71.0
2/9/2025,01:42:54 am,0,10.0513,10.465,71.0
2/9/2025,01:47:54 am,0,10.0491,10.450,71.0
2/9/2025,01:52:54 am,0,10.0520,10.441,71.0
2/9/2025,01:57:54 am,0,10.0517,10.428,71.0
2/9/2025,02:02:54 am,0,10.0524,10.414,70.8
