Serial_number:,,,,,,,
2161676,,,,,,,
Project ID:,,,,,,,
,,,,,,,
Location:,82.9850053°W 37.0859945°N ,,,,,,
,,,,,,,
LEVEL,,,,,,,
UNIT: m,,,,,,,
Offset: 0.000000 m,,,,,,,
TEMPERATURE,,,,,,,
UNIT: °C,,,,,,,
Date,Time,ms,LEVEL,TEMPERATURE,,,
07-Nov-24,10:53:58 PM,0,10.088,16.4,,07-11-24 22:53:58,
07-Nov-24,11:08:58 PM,0,10.088,16.4,,07-11-24 23:08:58,
07-Nov-24,11:23:58 PM,0,10.085,16.3,,07-11-24 23:23:58,
07-Nov-24,11:38:58 PM,0,10.085,16.3,,07-11-24 23:38:58,
07-Nov-24,11:53:58 PM,0,10.085,16.3,,07-11-24 23:53:58,
08-Nov-24,12:08:58 AM,0,10.085,16.3,,08-11-24 00:08:58,
08-Nov-24,12:23:58 AM,0,10.085,16.3,,08-11-24 00:23:58,
08-Nov-24,12:38:58 AM,0,10.083,16.3,,08-11-24 00:38:58,
08-Nov-24,12:53:58 AM,0,10.083,16.3,,08-11-24 00:53:58,
08-Nov-24,1:08:58 AM,0,10.083,16.2,,08-11-24 01:08:58,
08-Nov-24,1:23:58 AM,0,10.083,16.2,,08-11-24 01:23:58,
08-Nov-24,1:38:58 AM,0,10.083,16.2,,08-11-24 01:38:58,
08-Nov-24,1:53:58 AM,0,10.083,16.2,,08-11-24 01:53:58,
08-Nov-24,2:08:58 AM,0,10.083,16.1,,08-11-24 02:08:58,
08-Nov-24,2:23:58 AM,0,10.083,16.1,,08-11-24 02:23:58,
08-Nov-24,2:38:58 AM,0,10.088,16.1,,08-11-24 02:38:58,
08-Nov-24,2:53:58 AM,0,10.089,16.1,,08-11-24 02:53:58,
08-Nov-24,3:08:58 AM,0,10.089,16,,08-11-24 03:08:58,
08-Nov-24,3:23:58 AM,0,10.089,16,,08-11-24 03:23:58,
08-Nov-24,3:38:58 AM,0,10.089,16,,08-11-24 03:38:58,
08-Nov-24,3:53:58 AM,0,10.091,16,,08-11-24 03:53:58,
08-Nov-24,4:08:58 AM,0,10.094,16,,08-11-24 04:08:58,
08-Nov-24,4:23:58 AM,0,10.092,15.9,,08-11-24 04:23:58,
08-Nov-24,4:38:58 AM,0,10.092,15.9,,08-11-24 04:38:58,
08-Nov-24,4:53:58 AM,0,10.092,15.9,,08-11-24 04:53:58,
08-Nov-24,5:08:58 AM,0,10.092,15.9,,08-11-24 05:08:58,
08-Nov-24,5:23:58 AM,0,10.094,15.9,,08-11-24 05:23:58,
08-Nov-24,5:38:58 AM,0,10.095,15.8,,08-11-24 05:38:58,
08-Nov-24,5:53:58 AM,0,10.094,15.8,,08-11-24 05:53:58,
08-Nov-24,6:08:58 AM,0,10.094,15.8,,08-11-24 06:08:58,
08-Nov-24,6:23:58 AM,0,10.092,15.8,,08-11-24 06:23:58,
08-Nov-24,6:38:58 AM,0,10.094,15.8,,08-11-24 06:38:58,
08-Nov-24,6:53:58 AM,0,10.097,15.8,,08-11-24 06:53:58,
08-Nov-24,7:08:58 AM,0,10.097,15.7,,08-11-24 07:08:58,
08-Nov-24,7:23:58 AM,0,10.098,15.7,,08-11-24 07:23:58,
08-Nov-24,7:38:58 AM,0,10.098,15.7,,08-11-24 07:38:58,
08-Nov-24,7:53:58 AM,0,10.104,15.7,,08-11-24 07:53:58,
08-Nov-24,8:08:58 AM,0,10.107,15.7,,08-11-24 08:08:58,
08-Nov-24,8:23:58 AM,0,10.107,15.7,,08-11-24 08:23:58,
08-Nov-24,8:38:58 AM,0,10.107,15.7,,08-11-24 08:38:58,
08-Nov-24,8:53:58 AM,0,10.106,15.7,,08-11-24 08:53:58,
08-Nov-24,9:08:58 AM,0,10.106,15.7,,08-11-24 09:08:58,
08-Nov-24,9:23:58 AM,0,10.106,15.7,,08-11-24 09:23:58,
08-Nov-24,9:38:58 AM,0,10.106,15.7,,08-11-24 09:38:58,
08-Nov-24,9:53:58 AM,0,10.106,15.7,,08-11-24 09:53:58,
08-Nov-24,10:08:58 AM,0,10.106,15.7,,08-11-24 10:08:58,
08-Nov-24,10:23:58 AM,0,10.107,15.8,,08-11-24 10:23:58,
08-Nov-24,10:38:58 AM,0,10.107,15.8,,08-11-24 10:38:58,
08-Nov-24,10:53:58 AM,0,10.107,15.8,,08-11-24 10:53:58,
08-Nov-24,11:08:58 AM,0,10.106,15.8,,08-11-24 11:08:58,
08-Nov-24,11:23:58 AM,0,10.106,15.8,,08-11-24 11:23:58,
08-Nov-24,11:38:58 AM,0,10.103,15.7,,08-11-24 11:38:58,
08-Nov-24,11:53:58 AM,0,10.103,15.7,,08-11-24 11:53:58,
08-Nov-24,12:08:58 PM,0,10.101,15.7,,08-11-24 12:08:58,
08-Nov-24,12:23:58 PM,0,10.101,15.8,,08-11-24 12:23:58,
08-Nov-24,12:38:58 PM,0,10.101,15.8,,08-11-24 12:38:58,
08-Nov-24,12:53:58 PM,0,10.1,15.8,,08-11-24 12:53:58,
08-Nov-24,1:08:58 PM,0,10.098,15.8,,08-11-24 13:08:58,
08-Nov-24,1:23:58 PM,0,10.097,15.7,,08-11-24 13:23:58,
08-Nov-24,1:38:58 PM,0,10.097,15.7,,08-11-24 13:38:58,
08-Nov-24,1:53:58 PM,0,10.095,15.7,,08-11-24 13:53:58,
08-Nov-24,2:08:58 PM,0,10.095,15.7,,08-11-24 14:08:58,
08-Nov-24,2:23:58 PM,0,10.094,15.7,,08-11-24 14:23:58,
08-Nov-24,2:38:58 PM,0,10.094,15.7,,08-11-24 14:38:58,
08-Nov-24,2:53:58 PM,0,10.094,15.7,,08-11-24 14:53:58,
08-Nov-24,3:08:58 PM,0,10.097,15.7,,08-11-24 15:08:58,
08-Nov-24,3:23:58 PM,0,10.098,15.7,,08-11-24 15:23:58,
08-Nov-24,3:38:58 PM,0,10.098,15.7,,08-11-24 15:38:58,
08-Nov-24,3:53:58 PM,0,10.097,15.7,,08-11-24 15:53:58,
08-Nov-24,4:08:58 PM,0,10.098,15.7,,08-11-24 16:08:58,
08-Nov-24,4:23:58 PM,0,10.098,15.6,,08-11-24 16:23:58,
08-Nov-24,4:38:58 PM,0,10.098,15.5,,08-11-24 16:38:58,
08-Nov-24,4:53:58 PM,0,10.098,15.5,,08-11-24 16:53:58,
08-Nov-24,5:08:58 PM,0,10.098,15.4,,08-11-24 17:08:58,
08-Nov-24,5:23:58 PM,0,10.1,15.3,,08-11-24 17:23:58,
08-Nov-24,5:38:58 PM,0,10.107,15.2,,08-11-24 17:38:58,
08-Nov-24,5:53:58 PM,0,10.11,15.1,,08-11-24 17:53:58,
08-Nov-24,6:08:58 PM,0,10.112,15,,08-11-24 18:08:58,
08-Nov-24,6:23:58 PM,0,10.115,14.9,,08-11-24 18:23:58,
08-Nov-24,6:38:58 PM,0,10.113,14.8,,08-11-24 18:38:58,
08-Nov-24,6:53:58 PM,0,10.112,14.8,,08-11-24 18:53:58,
08-Nov-24,7:08:58 PM,0,10.112,14.7,,08-11-24 19:08:58,
08-Nov-24,7:23:58 PM,0,10.113,14.7,,08-11-24 19:23:58,
08-Nov-24,7:38:58 PM,0,10.113,14.7,,08-11-24 19:38:58,
08-Nov-24,7:53:58 PM,0,10.113,14.6,,08-11-24 19:53:58,
08-Nov-24,8:08:58 PM,0,10.112,14.6,,08-11-24 20:08:58,
08-Nov-24,8:23:58 PM,0,10.112,14.6,,08-11-24 20:23:58,
08-Nov-24,8:38:58 PM,0,10.113,14.6,,08-11-24 20:38:58,
08-Nov-24,8:53:58 PM,0,10.112,14.5,,08-11-24 20:53:58,
08-Nov-24,9:08:58 PM,0,10.113,14.5,,08-11-24 21:08:58,
08-Nov-24,9:23:58 PM,0,10.115,14.5,,08-11-24 21:23:58,
08-Nov-24,9:38:58 PM,0,10.115,14.4,,08-11-24 21:38:58,
08-Nov-24,9:53:58 PM,0,10.113,14.4,,08-11-24 21:53:58,
08-Nov-24,10:08:58 PM,0,10.116,14.4,,08-11-24 22:08:58,
08-Nov-24,10:23:58 PM,0,10.116,14.4,,08-11-24 22:23:58,
08-Nov-24,10:38:58 PM,0,10.116,14.3,,08-11-24 22:38:58,
08-Nov-24,10:53:58 PM,0,10.118,14.3,,08-11-24 22:53:58,
08-Nov-24,11:08:58 PM,0,10.118,14.3,,08-11-24 23:08:58,
08-Nov-24,11:23:58 PM,0,10.118,14.2,,08-11-24 23:23:58,
08-Nov-24,11:38:58 PM,0,10.115,14.2,,08-11-24 23:38:58,
08-Nov-24,11:53:58 PM,0,10.116,14.2,,08-11-24 23:53:58,
09-Nov-24,12:08:58 AM,0,10.113,14.1,,09-11-24 00:08:58,
09-Nov-24,12:23:58 AM,0,10.113,14.1,,09-11-24 00:23:58,
09-Nov-24,12:38:58 AM,0,10.113,14.1,,09-11-24 00:38:58,
09-Nov-24,12:53:58 AM,0,10.112,14.1,,09-11-24 00:53:58,
09-Nov-24,1:08:58 AM,0,10.109,14,,09-11-24 01:08:58,
09-Nov-24,1:23:58 AM,0,10.106,14,,09-11-24 01:23:58,
09-Nov-24,1:38:58 AM,0,10.106,14,,09-11-24 01:38:58,
09-Nov-24,1:53:58 AM,0,10.104,13.9,,09-11-24 01:53:58,
09-Nov-24,2:08:58 AM,0,10.106,13.9,,09-11-24 02:08:58,
09-Nov-24,2:23:58 AM,0,10.107,13.8,,09-11-24 02:23:58,
09-Nov-24,2:38:58 AM,0,10.109,13.8,,09-11-24 02:38:58,
09-Nov-24,2:53:58 AM,0,10.106,13.8,,09-11-24 02:53:58,
09-Nov-24,3:08:58 AM,0,10.107,13.7,,09-11-24 03:08:58,
09-Nov-24,3:23:58 AM,0,10.107,13.7,,09-11-24 03:23:58,
09-Nov-24,3:38:58 AM,0,10.104,13.6,,09-11-24 03:38:58,
09-Nov-24,3:53:58 AM,0,10.104,13.6,,09-11-24 03:53:58,
09-Nov-24,4:08:58 AM,0,10.104,13.5,,09-11-24 04:08:58,
09-Nov-24,4:23:58 AM,0,10.107,13.5,,09-11-24 04:23:58,
09-Nov-24,4:38:58 AM,0,10.115,13.5,,09-11-24 04:38:58,
09-Nov-24,4:53:58 AM,0,10.115,13.4,,09-11-24 04:53:58,
09-Nov-24,5:08:58 AM,0,10.119,13.4,,09-11-24 05:08:58,
09-Nov-24,5:23:58 AM,0,10.119,13.3,,09-11-24 05:23:58,
09-Nov-24,5:38:58 AM,0,10.119,13.3,,09-11-24 05:38:58,
09-Nov-24,5:53:58 AM,0,10.116,13.2,,09-11-24 05:53:58,
09-Nov-24,6:08:58 AM,0,10.116,13.2,,09-11-24 06:08:58,
09-Nov-24,6:23:58 AM,0,10.116,13.1,,09-11-24 06:23:58,
09-Nov-24,6:38:58 AM,0,10.115,13.1,,09-11-24 06:38:58,
09-Nov-24,6:53:58 AM,0,10.113,13,,09-11-24 06:53:58,
09-Nov-24,7:08:58 AM,0,10.115,13,,09-11-24 07:08:58,
09-Nov-24,7:23:58 AM,0,10.118,12.9,,09-11-24 07:23:58,
09-Nov-24,7:38:58 AM,0,10.119,12.9,,09-11-24 07:38:58,
09-Nov-24,7:53:58 AM,0,10.121,12.9,,09-11-24 07:53:58,
09-Nov-24,8:08:58 AM,0,10.121,12.9,,09-11-24 08:08:58,
09-Nov-24,8:23:58 AM,0,10.124,12.9,,09-11-24 08:23:58,
09-Nov-24,8:38:58 AM,0,10.124,12.9,,09-11-24 08:38:58,
09-Nov-24,8:53:58 AM,0,10.124,12.8,,09-11-24 08:53:58,
09-Nov-24,9:08:58 AM,0,10.122,12.8,,09-11-24 09:08:58,
09-Nov-24,9:23:58 AM,0,10.121,12.8,,09-11-24 09:23:58,
09-Nov-24,9:38:58 AM,0,10.118,12.7,,09-11-24 09:38:58,
09-Nov-24,9:53:58 AM,0,10.118,12.7,,09-11-24 09:53:58,
09-Nov-24,10:08:58 AM,0,10.116,12.7,,09-11-24 10:08:58,
09-Nov-24,10:23:58 AM,0,10.115,12.7,,09-11-24 10:23:58,
09-Nov-24,10:38:58 AM,0,10.115,12.7,,09-11-24 10:38:58,
09-Nov-24,10:53:58 AM,0,10.115,12.7,,09-11-24 10:53:58,
09-Nov-24,11:08:58 AM,0,10.115,12.8,,09-11-24 11:08:58,
09-Nov-24,11:23:58 AM,0,10.115,12.9,,09-11-24 11:23:58,
09-Nov-24,11:38:58 AM,0,10.116,13.1,,09-11-24 11:38:58,
09-Nov-24,11:53:58 AM,0,10.113,13.3,,09-11-24 11:53:58,
09-Nov-24,12:08:58 PM,0,10.112,13.5,,09-11-24 12:08:58,
09-Nov-24,12:23:58 PM,0,10.112,13.7,,09-11-24 12:23:58,
09-Nov-24,12:38:58 PM,0,10.11,13.9,,09-11-24 12:38:58,
09-Nov-24,12:53:58 PM,0,10.109,14,,09-11-24 12:53:58,
09-Nov-24,1:08:58 PM,0,10.103,14.1,,09-11-24 13:08:58,
09-Nov-24,1:23:58 PM,0,10.104,14.3,,09-11-24 13:23:58,
09-Nov-24,1:38:58 PM,0,10.103,14.3,,09-11-24 13:38:58,
09-Nov-24,1:53:58 PM,0,10.104,14.4,,09-11-24 13:53:58,
09-Nov-24,2:08:58 PM,0,10.103,14.7,,09-11-24 14:08:58,
09-Nov-24,2:23:58 PM,0,10.101,15,,09-11-24 14:23:58,
09-Nov-24,2:38:58 PM,0,10.1,15,,09-11-24 14:38:58,
09-Nov-24,2:53:58 PM,0,10.1,15,,09-11-24 14:53:58,
09-Nov-24,3:08:58 PM,0,10.1,15,,09-11-24 15:08:58,
09-Nov-24,3:23:58 PM,0,10.1,15,,09-11-24 15:23:58,
09-Nov-24,3:38:58 PM,0,10.098,15,,09-11-24 15:38:58,
09-Nov-24,3:53:58 PM,0,10.097,14.9,,09-11-24 15:53:58,
09-Nov-24,4:08:58 PM,0,10.097,14.9,,09-11-24 16:08:58,
09-Nov-24,4:23:58 PM,0,10.097,14.9,,09-11-24 16:23:58,
09-Nov-24,4:38:58 PM,0,10.097,14.9,,09-11-24 16:38:58,
09-Nov-24,4:53:58 PM,0,10.097,14.8,,09-11-24 16:53:58,
09-Nov-24,5:08:58 PM,0,10.097,14.8,,09-11-24 17:08:58,
09-Nov-24,5:23:58 PM,0,10.095,14.7,,09-11-24 17:23:58,
09-Nov-24,5:38:58 PM,0,10.097,14.7,,09-11-24 17:38:58,
09-Nov-24,5:53:58 PM,0,10.097,14.6,,09-11-24 17:53:58,
09-Nov-24,6:08:58 PM,0,10.097,14.5,,09-11-24 18:08:58,
09-Nov-24,6:23:58 PM,0,10.098,14.5,,09-11-24 18:23:58,
09-Nov-24,6:38:58 PM,0,10.1,14.4,,09-11-24 18:38:58,
09-Nov-24,6:53:58 PM,0,10.1,14.4,,09-11-24 18:53:58,
09-Nov-24,7:08:58 PM,0,10.098,14.3,,09-11-24 19:08:58,
09-Nov-24,7:23:58 PM,0,10.097,14.3,,09-11-24 19:23:58,
09-Nov-24,7:38:58 PM,0,10.097,14.3,,09-11-24 19:38:58,
09-Nov-24,7:53:58 PM,0,10.097,14.3,,09-11-24 19:53:58,
09-Nov-24,8:08:58 PM,0,10.095,14.2,,09-11-24 20:08:58,
09-Nov-24,8:23:58 PM,0,10.097,14.2,,09-11-24 20:23:58,
09-Nov-24,8:38:58 PM,0,10.095,14.1,,09-11-24 20:38:58,
09-Nov-24,8:53:58 PM,0,10.095,14.1,,09-11-24 20:53:58,
09-Nov-24,9:08:58 PM,0,10.097,14.1,,09-11-24 21:08:58,
09-Nov-24,9:23:58 PM,0,10.098,14.1,,09-11-24 21:23:58,
09-Nov-24,9:38:58 PM,0,10.097,14,,09-11-24 21:38:58,
09-Nov-24,9:53:58 PM,0,10.095,14,,09-11-24 21:53:58,
09-Nov-24,10:08:58 PM,0,10.097,14,,09-11-24 22:08:58,
09-Nov-24,10:23:58 PM,0,10.095,14,,09-11-24 22:23:58,
09-Nov-24,10:38:58 PM,0,10.094,14,,09-11-24 22:38:58,
09-Nov-24,10:53:58 PM,0,10.092,14,,09-11-24 22:53:58,
09-Nov-24,11:08:58 PM,0,10.092,14,,09-11-24 23:08:58,
09-Nov-24,11:23:58 PM,0,10.092,13.9,,09-11-24 23:23:58,
09-Nov-24,11:38:58 PM,0,10.091,13.9,,09-11-24 23:38:58,
09-Nov-24,11:53:58 PM,0,10.092,13.9,,09-11-24 23:53:58,
10-Nov-24,12:08:58 AM,0,10.092,13.9,,10-11-24 00:08:58,
10-Nov-24,12:23:58 AM,0,10.092,13.9,,10-11-24 00:23:58,
10-Nov-24,12:38:58 AM,0,10.089,13.8,,10-11-24 00:38:58,
10-Nov-24,12:53:58 AM,0,10.089,13.8,,10-11-24 00:53:58,
10-Nov-24,1:08:58 AM,0,10.089,13.8,,10-11-24 01:08:58,
10-Nov-24,1:23:58 AM,0,10.088,13.8,,10-11-24 01:23:58,
10-Nov-24,1:38:58 AM,0,10.086,13.8,,10-11-24 01:38:58,
10-Nov-24,1:53:58 AM,0,10.089,13.8,,10-11-24 01:53:58,
10-Nov-24,2:08:58 AM,0,10.089,13.8,,10-11-24 02:08:58,
10-Nov-24,2:23:58 AM,0,10.088,13.8,,10-11-24 02:23:58,
10-Nov-24,2:38:58 AM,0,10.089,13.8,,10-11-24 02:38:58,
10-Nov-24,2:53:58 AM,0,10.089,13.8,,10-11-24 02:53:58,
10-Nov-24,3:08:58 AM,0,10.088,13.8,,10-11-24 03:08:58,
10-Nov-24,3:23:58 AM,0,10.086,13.8,,10-11-24 03:23:58,
10-Nov-24,3:38:58 AM,0,10.085,13.8,,10-11-24 03:38:58,
10-Nov-24,3:53:58 AM,0,10.083,13.8,,10-11-24 03:53:58,
10-Nov-24,4:08:58 AM,0,10.082,13.8,,10-11-24 04:08:58,
10-Nov-24,4:23:58 AM,0,10.082,13.8,,10-11-24 04:23:58,
10-Nov-24,4:38:58 AM,0,10.082,13.8,,10-11-24 04:38:58,
10-Nov-24,4:53:58 AM,0,10.082,13.8,,10-11-24 04:53:58,
10-Nov-24,5:08:58 AM,0,10.082,13.8,,10-11-24 05:08:58,
10-Nov-24,5:23:58 AM,0,10.082,13.8,,10-11-24 05:23:58,
10-Nov-24,5:38:58 AM,0,10.082,13.8,,10-11-24 05:38:58,
10-Nov-24,5:53:58 AM,0,10.08,13.8,,10-11-24 05:53:58,
10-Nov-24,6:08:58 AM,0,10.079,13.8,,10-11-24 06:08:58,
10-Nov-24,6:23:58 AM,0,10.077,13.8,,10-11-24 06:23:58,
10-Nov-24,6:38:58 AM,0,10.077,13.8,,10-11-24 06:38:58,
10-Nov-24,6:53:58 AM,0,10.076,13.8,,10-11-24 06:53:58,
10-Nov-24,7:08:58 AM,0,10.076,13.8,,10-11-24 07:08:58,
10-Nov-24,7:23:58 AM,0,10.073,13.8,,10-11-24 07:23:58,
10-Nov-24,7:38:58 AM,0,10.071,13.8,,10-11-24 07:38:58,
10-Nov-24,7:53:58 AM,0,10.071,13.8,,10-11-24 07:53:58,
10-Nov-24,8:08:58 AM,0,10.073,13.9,,10-11-24 08:08:58,
10-Nov-24,8:23:58 AM,0,10.07,13.9,,10-11-24 08:23:58,
10-Nov-24,8:38:58 AM,0,10.073,14,,10-11-24 08:38:58,
10-Nov-24,8:53:58 AM,0,10.074,14.1,,10-11-24 08:53:58,
10-Nov-24,9:08:58 AM,0,10.076,14.1,,10-11-24 09:08:58,
10-Nov-24,9:23:58 AM,0,10.077,14.2,,10-11-24 09:23:58,
10-Nov-24,9:38:58 AM,0,10.076,14.3,,10-11-24 09:38:58,
10-Nov-24,9:53:58 AM,0,10.076,14.4,,10-11-24 09:53:58,
10-Nov-24,10:08:58 AM,0,10.076,14.4,,10-11-24 10:08:58,
10-Nov-24,10:23:58 AM,0,10.077,14.5,,10-11-24 10:23:58,
10-Nov-24,10:38:58 AM,0,10.074,14.5,,10-11-24 10:38:58,
10-Nov-24,10:53:58 AM,0,10.076,14.6,,10-11-24 10:53:58,
10-Nov-24,11:08:58 AM,0,10.076,14.7,,10-11-24 11:08:58,
10-Nov-24,11:23:58 AM,0,10.076,14.7,,10-11-24 11:23:58,
10-Nov-24,11:38:58 AM,0,10.077,14.7,,10-11-24 11:38:58,
10-Nov-24,11:53:58 AM,0,10.076,14.8,,10-11-24 11:53:58,
10-Nov-24,12:08:58 PM,0,10.074,14.9,,10-11-24 12:08:58,
10-Nov-24,12:23:58 PM,0,10.071,14.9,,10-11-24 12:23:58,
10-Nov-24,12:38:58 PM,0,10.07,15.1,,10-11-24 12:38:58,
10-Nov-24,12:53:58 PM,0,10.067,15.2,,10-11-24 12:53:58,
10-Nov-24,1:08:58 PM,0,10.062,15.3,,10-11-24 13:08:58,
10-Nov-24,1:23:58 PM,0,10.062,15.4,,10-11-24 13:23:58,
10-Nov-24,1:38:58 PM,0,10.061,15.5,,10-11-24 13:38:58,
10-Nov-24,1:53:58 PM,0,10.061,15.7,,10-11-24 13:53:58,
10-Nov-24,2:08:58 PM,0,10.059,15.7,,10-11-24 14:08:58,
10-Nov-24,2:23:58 PM,0,10.058,15.9,,10-11-24 14:23:58,
10-Nov-24,2:38:58 PM,0,10.058,15.9,,10-11-24 14:38:58,
10-Nov-24,2:53:58 PM,0,10.055,15.9,,10-11-24 14:53:58,
10-Nov-24,3:08:58 PM,0,10.053,15.9,,10-11-24 15:08:58,
10-Nov-24,3:23:58 PM,0,10.052,15.9,,10-11-24 15:23:58,
10-Nov-24,3:38:58 PM,0,10.052,15.9,,10-11-24 15:38:58,
10-Nov-24,3:53:58 PM,0,10.049,15.8,,10-11-24 15:53:58,
10-Nov-24,4:08:58 PM,0,10.049,15.8,,10-11-24 16:08:58,
10-Nov-24,4:23:58 PM,0,10.047,15.7,,10-11-24 16:23:58,
10-Nov-24,4:38:58 PM,0,10.046,15.7,,10-11-24 16:38:58,
10-Nov-24,4:53:58 PM,0,10.046,15.7,,10-11-24 16:53:58,
10-Nov-24,5:08:58 PM,0,10.046,15.6,,10-11-24 17:08:58,
10-Nov-24,5:23:58 PM,0,10.044,15.6,,10-11-24 17:23:58,
10-Nov-24,5:38:58 PM,0,10.046,15.5,,10-11-24 17:38:58,
10-Nov-24,5:53:58 PM,0,10.046,15.5,,10-11-24 17:53:58,
10-Nov-24,6:08:58 PM,0,10.047,15.5,,10-11-24 18:08:58,
10-Nov-24,6:23:58 PM,0,10.047,15.4,,10-11-24 18:23:58,
10-Nov-24,6:38:58 PM,0,10.046,15.4,,10-11-24 18:38:58,
10-Nov-24,6:53:58 PM,0,10.044,15.4,,10-11-24 18:53:58,
10-Nov-24,7:08:58 PM,0,10.043,15.3,,10-11-24 19:08:58,
10-Nov-24,7:23:58 PM,0,10.043,15.3,,10-11-24 19:23:58,
10-Nov-24,7:38:58 PM,0,10.041,15.3,,10-11-24 19:38:58,
10-Nov-24,7:53:58 PM,0,10.04,15.2,,10-11-24 19:53:58,
10-Nov-24,8:08:58 PM,0,10.04,15.2,,10-11-24 20:08:58,
10-Nov-24,8:23:58 PM,0,10.041,15.2,,10-11-24 20:23:58,
10-Nov-24,8:38:58 PM,0,10.041,15.2,,10-11-24 20:38:58,
10-Nov-24,8:53:58 PM,0,10.041,15.2,,10-11-24 20:53:58,
10-Nov-24,9:08:58 PM,0,10.041,15.2,,10-11-24 21:08:58,
10-Nov-24,9:23:58 PM,0,10.04,15.2,,10-11-24 21:23:58,
10-Nov-24,9:38:58 PM,0,10.038,15.2,,10-11-24 21:38:58,
10-Nov-24,9:53:58 PM,0,10.037,15.2,,10-11-24 21:53:58,
10-Nov-24,10:08:58 PM,0,10.037,15.2,,10-11-24 22:08:58,
10-Nov-24,10:23:58 PM,0,10.037,15.2,,10-11-24 22:23:58,
10-Nov-24,10:38:58 PM,0,10.037,15.2,,10-11-24 22:38:58,
10-Nov-24,10:53:58 PM,0,10.037,15.2,,10-11-24 22:53:58,
10-Nov-24,11:08:58 PM,0,10.038,15.2,,10-11-24 23:08:58,
10-Nov-24,11:23:58 PM,0,10.037,15.2,,10-11-24 23:23:58,
