"Plot Title: Cowan Cummunity Center"
"#","Date Time, GMT-05:00","Wind Direction, ø (LGR S/N: 21920235, SEN S/N: 21873582)","Wind Speed, mph (LGR S/N: 21920235, SEN S/N: 21877366)","Gust Speed, mph (LGR S/N: 21920235, SEN S/N: 21877366)","Temp, °F (LGR S/N: 21920235, SEN S/N: 21901390)","RH, % (LGR S/N: 21920235, SEN S/N: 21901390)","Rain, in (LGR S/N: 21920235, SEN S/N: 21920227)"
36,12/13/24 08:20:54 PM,167.1,0.00,0.00,32.985,98.463,0.000
37,12/13/24 08:35:54 PM,167.1,0.00,0.00,32.878,98.692,0.000
38,12/13/24 08:50:54 PM,167.1,0.00,0.00,32.749,98.834,0.000
39,12/13/24 09:05:54 PM,167.1,0.00,0.00,32.884,99.019,0.000
40,12/13/24 09:20:54 PM,167.1,0.00,0.00,32.815,99.017,0.000
41,12/13/24 09:35:54 PM,167.1,0.00,0.00,32.709,99.074,0.000
42,12/13/24 09:50:54 PM,167.1,0.00,0.00,32.617,99.150,0.000
43,12/13/24 10:05:54 PM,167.1,0.00,0.00,32.981,99.130,0.000
44,12/13/24 10:20:54 PM,167.1,0.00,0.00,32.632,98.718,0.000
45,12/13/24 10:35:54 PM,165.7,0.00,0.00,32.599,98.676,0.000
46,12/13/24 10:50:54 PM,167.1,0.00,0.00,32.020,98.509,0.000
47,12/13/24 11:05:54 PM,167.1,0.00,0.00,31.793,98.898,0.000
48,12/13/24 11:20:54 PM,167.1,0.00,0.00,31.629,99.014,0.000
49,12/13/24 11:35:54 PM,167.1,0.00,0.00,31.078,99.074,0.000
50,12/13/24 11:50:54 PM,167.1,0.00,0.00,30.852,99.274,0.000
51,12/14/24 12:05:54 AM,167.1,0.00,0.00,30.349,99.277,0.000
52,12/14/24 12:20:54 AM,167.1,0.00,0.00,29.916,99.443,0.000
53,12/14/24 12:35:54 AM,167.1,0.00,0.00,29.804,99.593,0.000
54,12/14/24 12:50:54 AM,167.1,0.00,0.00,29.361,99.614,0.000
55,12/14/24 01:05:54 AM,167.1,0.00,0.00,29.304,99.774,0.000
56,12/14/24 01:20:54 AM,167.1,0.00,0.00,28.985,99.828,0.000
57,12/14/24 01:35:54 AM,167.1,0.00,0.00,28.632,99.905,0.000
58,12/14/24 01:50:54 AM,167.1,0.00,0.00,28.830,99.951,0.000
59,12/14/24 02:05:54 AM,167.1,0.00,0.00,28.609,99.942,0.000
60,12/14/24 02:20:54 AM,167.1,0.00,0.00,28.261,99.971,0.000
61,12/14/24 02:35:54 AM,167.1,0.00,0.00,28.116,99.997,0.000
62,12/14/24 02:50:54 AM,167.1,0.00,0.00,28.029,99.997,0.000
63,12/14/24 03:05:54 AM,167.1,0.00,0.00,27.817,99.997,0.000
64,12/14/24 03:20:54 AM,167.1,0.00,0.00,27.734,99.997,0.000
65,12/14/24 03:35:54 AM,167.1,0.00,0.00,27.532,99.956,0.000
66,12/14/24 03:50:54 AM,167.1,0.00,0.00,27.421,99.878,0.000
67,12/14/24 04:05:54 AM,167.1,0.00,0.00,27.286,99.760,0.000
68,12/14/24 04:20:54 AM,167.1,0.00,0.00,27.088,99.655,0.000
69,12/14/24 04:35:54 AM,167.1,0.00,0.00,26.818,99.579,0.000
70,12/14/24 04:50:54 AM,167.1,0.00,0.00,26.533,99.680,0.000
71,12/14/24 05:05:54 AM,167.1,0.00,0.00,26.841,99.879,0.000
72,12/14/24 05:20:54 AM,167.1,0.00,0.00,26.706,99.609,0.000
73,12/14/24 05:35:54 AM,167.1,0.00,0.00,26.717,99.571,0.000
74,12/14/24 05:50:54 AM,167.1,0.00,0.00,26.499,99.353,0.000
75,12/14/24 06:05:54 AM,167.1,0.00,0.00,26.514,99.353,0.000
76,12/14/24 06:20:54 AM,167.1,0.00,0.00,26.658,99.142,0.000
77,12/14/24 06:35:54 AM,167.1,0.00,0.00,26.325,99.057,0.000
78,12/14/24 06:50:54 AM,167.1,0.00,0.00,26.321,99.295,0.000
79,12/14/24 07:05:54 AM,167.1,0.00,0.00,26.393,99.438,0.000
80,12/14/24 07:20:54 AM,181.1,0.00,0.00,26.508,99.374,0.000
81,12/14/24 07:35:54 AM,183.9,0.00,0.00,26.677,99.356,0.000
82,12/14/24 07:50:54 AM,183.9,0.00,0.00,26.938,99.162,0.000
83,12/14/24 08:05:54 AM,183.9,0.00,0.00,27.160,98.956,0.000
84,12/14/24 08:20:54 AM,183.9,0.00,0.00,27.556,98.775,0.000
85,12/14/24 08:35:54 AM,183.9,0.00,0.00,28.072,98.460,0.000
86,12/14/24 08:50:54 AM,183.9,0.00,0.00,28.681,98.024,0.000
87,12/14/24 09:05:54 AM,183.9,0.00,0.00,29.332,97.180,0.000
88,12/14/24 09:20:54 AM,183.9,0.00,0.00,30.045,96.953,0.000
89,12/14/24 09:35:54 AM,183.9,0.00,0.00,31.050,97.018,0.000
90,12/14/24 09:50:54 AM,185.3,0.00,0.00,31.923,95.746,0.000
91,12/14/24 10:05:54 AM,181.1,0.00,1.12,32.531,95.335,0.000
92,12/14/24 10:20:54 AM,193.7,0.00,1.12,33.120,94.458,0.000
93,12/14/24 10:35:54 AM,199.4,0.00,2.26,34.601,92.549,0.000
94,12/14/24 10:50:54 AM,157.2,0.00,1.12,35.910,91.278,0.000
95,12/14/24 11:05:54 AM,165.7,0.00,3.38,38.322,88.595,0.000
96,12/14/24 11:20:54 AM,151.6,0.00,3.38,41.092,85.888,0.000
97,12/14/24 11:35:54 AM,140.4,0.00,1.12,42.858,81.825,0.000
98,12/14/24 11:50:54 AM,146.0,0.00,2.26,45.122,79.156,0.000
99,12/14/24 12:05:54 PM,141.8,0.00,3.38,48.958,72.421,0.000
100,12/14/24 12:20:54 PM,134.8,0.00,3.38,51.705,60.034,0.000
101,12/14/24 12:35:54 PM,95.5,0.00,3.38,52.833,57.739,0.000
102,12/14/24 12:50:54 PM,136.2,0.00,6.76,56.838,40.369,0.000
103,12/14/24 01:05:54 PM,185.3,0.00,2.26,56.907,42.838,0.000
104,12/14/24 01:20:54 PM,164.3,0.00,5.64,57.297,40.771,0.000
105,12/14/24 01:35:54 PM,29.5,0.00,5.64,58.113,36.970,0.000
106,12/14/24 01:50:54 PM,37.9,0.00,2.26,57.929,40.342,0.000
107,12/14/24 02:05:54 PM,98.3,0.00,6.76,56.608,42.049,0.000
108,12/14/24 02:20:54 PM,174.1,0.00,5.64,56.844,38.355,0.000
109,12/14/24 02:35:54 PM,105.3,1.12,7.87,58.365,32.001,0.000
110,12/14/24 02:50:54 PM,195.1,0.00,4.50,57.774,35.262,0.000
111,12/14/24 03:05:54 PM,223.2,0.00,4.50,58.773,34.218,0.000
112,12/14/24 03:20:54 PM,186.7,0.00,4.50,57.495,37.400,0.000
113,12/14/24 03:35:54 PM,130.6,0.00,4.50,54.860,45.373,0.000
114,12/14/24 03:50:54 PM,8.4,0.00,5.64,56.491,38.477,0.000
115,12/14/24 04:05:54 PM,259.7,0.00,6.76,56.052,38.973,0.000
116,12/14/24 04:20:54 PM,280.8,2.26,10.13,56.502,35.137,0.000
117,12/14/24 04:35:54 PM,198.0,0.00,5.64,54.889,40.713,0.000
118,12/14/24 04:50:54 PM,223.2,1.12,7.87,53.586,41.961,0.000
119,12/14/24 05:05:54 PM,248.5,3.38,13.51,54.653,38.511,0.000
120,12/14/24 05:20:54 PM,230.2,3.38,13.51,54.397,38.293,0.000
121,12/14/24 05:35:54 PM,230.2,2.26,9.01,54.401,38.099,0.000
122,12/14/24 05:50:54 PM,237.3,1.12,6.76,52.876,41.039,0.000
123,12/14/24 06:05:54 PM,259.7,1.12,9.01,54.127,37.702,0.000
124,12/14/24 06:20:54 PM,258.3,0.00,7.87,52.675,43.539,0.000
125,12/14/24 06:35:54 PM,235.9,0.00,3.38,47.887,58.418,0.000
126,12/14/24 06:50:54 PM,186.7,0.00,0.00,46.265,64.114,0.000
127,12/14/24 07:05:54 PM,154.4,0.00,6.76,46.589,64.306,0.000
128,12/14/24 07:20:54 PM,202.2,0.00,5.64,46.247,63.735,0.000
129,12/14/24 07:35:54 PM,199.4,0.00,4.50,47.910,57.105,0.000
130,12/14/24 07:50:54 PM,210.6,0.00,6.76,48.137,54.377,0.000
131,12/14/24 08:05:54 PM,251.3,1.12,7.87,49.870,46.761,0.000
132,12/14/24 08:20:54 PM,167.1,0.00,6.76,50.261,47.326,0.000
133,12/14/24 08:35:54 PM,18.3,2.26,9.01,51.444,41.386,0.000
134,12/14/24 08:50:54 PM,63.2,1.12,6.76,50.497,45.176,0.000
135,12/14/24 09:05:54 PM,25.3,0.00,5.64,50.479,44.320,0.000
136,12/14/24 09:20:54 PM,2.8,0.00,9.01,50.281,43.578,0.000
137,12/14/24 09:35:54 PM,16.8,0.00,4.50,50.459,44.092,0.000
138,12/14/24 09:50:54 PM,25.3,0.00,5.64,49.132,49.674,0.000
139,12/14/24 10:05:54 PM,66.0,0.00,5.64,47.910,56.248,0.000
140,12/14/24 10:20:54 PM,147.4,0.00,4.50,47.563,57.855,0.000
141,12/14/24 10:35:54 PM,341.2,0.00,9.01,48.900,50.007,0.000
142,12/14/24 10:50:54 PM,233.1,0.00,3.38,48.524,54.931,0.000
143,12/14/24 11:05:54 PM,130.6,0.00,6.76,49.784,45.957,0.000
144,12/14/24 11:20:54 PM,133.4,0.00,6.76,50.401,48.284,0.000
145,12/14/24 11:35:54 PM,146.0,0.00,3.38,47.979,56.500,0.000
146,12/14/24 11:50:54 PM,162.9,0.00,4.50,47.835,56.068,0.000
147,12/15/24 12:05:54 AM,77.2,1.12,9.01,52.302,37.664,0.000
148,12/15/24 12:20:54 AM,106.7,0.00,4.50,51.966,39.602,0.000
149,12/15/24 12:35:54 AM,57.6,1.12,11.25,52.282,38.431,0.000
150,12/15/24 12:50:54 AM,56.2,0.00,5.64,51.237,45.161,0.000
151,12/15/24 01:05:54 AM,23.9,0.00,9.01,50.189,49.772,0.000
152,12/15/24 01:20:54 AM,53.3,0.00,4.50,48.412,54.795,0.000
153,12/15/24 01:35:54 AM,28.1,1.12,12.39,51.969,41.363,0.000
154,12/15/24 01:50:54 AM,12.6,2.26,16.89,51.467,42.631,0.000
155,12/15/24 02:05:54 AM,8.4,2.26,13.51,50.497,45.905,0.000
156,12/15/24 02:20:54 AM,5.6,2.26,14.63,49.962,47.320,0.000
157,12/15/24 02:35:54 AM,320.1,0.00,5.64,50.149,47.358,0.000
158,12/15/24 02:50:54 AM,308.9,0.00,10.13,49.793,50.257,0.000
159,12/15/24 03:05:54 AM,332.7,0.00,5.64,49.894,52.322,0.000
160,12/15/24 03:20:54 AM,4.2,0.00,6.76,50.068,54.821,0.000
161,12/15/24 03:35:54 AM,49.1,1.12,7.87,51.406,54.318,0.000
162,12/15/24 03:50:54 AM,11.2,1.12,7.87,52.342,54.777,0.000
163,12/15/24 04:05:54 AM,42.1,1.12,10.13,52.500,55.785,0.000
164,12/15/24 04:20:54 AM,0.0,1.12,10.13,52.147,58.833,0.000
165,12/15/24 04:35:54 AM,64.6,1.12,12.39,51.949,62.509,0.000
166,12/15/24 04:50:54 AM,290.6,0.00,5.64,52.012,64.730,0.000
167,12/15/24 05:05:54 AM,317.3,0.00,6.76,52.056,66.241,0.000
168,12/15/24 05:20:54 AM,22.5,1.12,12.39,52.066,67.771,0.000
169,12/15/24 05:35:54 AM,56.2,1.12,7.87,51.420,71.568,0.000
170,12/15/24 05:50:54 AM,37.9,0.00,6.76,51.588,71.661,0.000
171,12/15/24 06:05:54 AM,51.9,1.12,9.01,51.912,70.806,0.000
172,12/15/24 06:20:54 AM,36.5,0.00,4.50,51.303,72.619,0.000
173,12/15/24 06:35:54 AM,64.6,1.12,6.76,51.613,71.760,0.000
174,12/15/24 06:50:54 AM,25.3,1.12,10.13,51.868,70.780,0.000
175,12/15/24 07:05:54 AM,103.9,1.12,10.13,51.903,70.590,0.000
176,12/15/24 07:20:54 AM,39.3,1.12,14.63,51.840,72.665,0.010
177,12/15/24 07:35:54 AM,18.3,0.00,7.87,49.750,83.040,0.010
178,12/15/24 07:50:54 AM,26.7,0.00,4.50,48.108,90.625,0.000
179,12/15/24 08:05:54 AM,242.9,1.12,10.13,50.241,80.661,0.000
180,12/15/24 08:20:54 AM,167.1,2.26,7.87,50.922,77.589,0.000
181,12/15/24 08:35:54 AM,193.7,1.12,10.13,52.066,74.614,0.000
182,12/15/24 08:50:54 AM,43.5,1.12,9.01,52.785,72.663,0.000
183,12/15/24 09:05:54 AM,66.0,0.00,7.87,51.544,79.557,0.010
184,12/15/24 09:20:54 AM,44.9,0.00,6.76,50.135,86.950,0.010
185,12/15/24 09:35:54 AM,56.2,0.00,6.76,50.112,87.585,0.020
186,12/15/24 09:50:54 AM,64.6,1.12,14.63,51.197,81.682,0.000
187,12/15/24 10:05:54 AM,109.5,1.12,12.39,52.495,78.059,0.000
188,12/15/24 10:20:54 AM,84.2,3.38,13.51,54.214,73.542,0.000
189,12/15/24 10:35:54 AM,105.3,3.38,12.39,54.180,72.808,0.000
190,12/15/24 10:50:54 AM,74.4,0.00,6.76,52.678,79.986,0.010
191,12/15/24 11:05:54 AM,75.8,0.00,5.64,51.125,88.203,0.010
192,12/15/24 11:20:54 AM,46.3,0.00,6.76,52.124,89.511,0.000
193,12/15/24 11:35:54 AM,157.2,0.00,4.50,52.569,85.844,0.010
194,12/15/24 11:50:54 AM,89.9,0.00,7.87,53.479,83.334,0.000
195,12/15/24 12:05:54 PM,165.7,2.26,11.25,54.117,77.325,0.000
196,12/15/24 12:20:54 PM,235.9,2.26,12.39,53.861,77.736,0.010
197,12/15/24 12:35:54 PM,179.7,1.12,12.39,53.924,83.569,0.000
198,12/15/24 12:50:54 PM,169.9,1.12,9.01,54.797,79.796,0.000
199,12/15/24 01:05:54 PM,178.3,1.12,9.01,56.043,74.356,0.000
200,12/15/24 01:20:54 PM,203.6,1.12,12.39,56.930,71.180,0.000
201,12/15/24 01:35:54 PM,230.2,3.38,16.89,55.899,71.691,0.000
202,12/15/24 01:50:54 PM,154.4,1.12,9.01,54.464,77.046,0.010
203,12/15/24 02:05:54 PM,127.8,1.12,7.87,53.645,79.089,0.000
204,12/15/24 02:20:54 PM,139.0,0.00,4.50,53.359,82.806,0.010
205,12/15/24 02:35:54 PM,37.9,0.00,2.26,52.264,90.780,0.000
206,12/15/24 02:50:54 PM,146.0,0.00,2.26,51.921,91.853,0.020
207,12/15/24 03:05:54 PM,279.4,0.00,1.12,51.665,92.586,0.000
208,12/15/24 03:20:54 PM,352.4,0.00,7.87,51.478,93.614,0.000
209,12/15/24 03:35:54 PM,331.3,0.00,0.00,51.656,93.053,0.000
210,12/15/24 03:50:54 PM,285.0,0.00,1.12,51.449,94.293,0.000
211,12/15/24 04:05:54 PM,189.5,0.00,3.38,51.814,91.789,0.000
212,12/15/24 04:20:54 PM,21.1,0.00,4.50,52.621,85.869,0.000
213,12/15/24 04:35:54 PM,252.7,0.00,7.87,53.281,82.374,0.000
214,12/15/24 04:50:54 PM,329.9,0.00,3.38,51.622,90.571,0.000
215,12/15/24 05:05:54 PM,355.2,0.00,5.64,51.111,92.535,0.000
216,12/15/24 05:20:54 PM,7.0,0.00,3.38,50.709,94.061,0.000
217,12/15/24 05:35:54 PM,21.1,0.00,0.00,50.376,95.097,0.000
218,12/15/24 05:50:54 PM,33.7,0.00,0.00,50.324,95.229,0.000
219,12/15/24 06:05:54 PM,95.5,0.00,0.00,50.005,96.226,0.000
220,12/15/24 06:20:54 PM,95.5,0.00,0.00,49.802,96.652,0.000
221,12/15/24 06:35:54 PM,199.4,0.00,0.00,49.750,96.561,0.000
222,12/15/24 06:50:54 PM,8.4,0.00,7.87,50.218,94.626,0.000
223,12/15/24 07:05:54 PM,266.7,0.00,1.12,50.295,94.092,0.000
224,12/15/24 07:20:54 PM,19.7,0.00,0.00,49.672,96.110,0.000
225,12/15/24 07:35:54 PM,306.1,0.00,1.12,49.635,96.129,0.000
226,12/15/24 07:50:54 PM,1.4,0.00,0.00,49.248,96.269,0.000
227,12/15/24 08:05:54 PM,14.0,0.00,3.38,49.041,96.301,0.000
228,12/15/24 08:20:54 PM,14.0,0.00,0.00,48.834,96.394,0.000
229,12/15/24 08:35:54 PM,265.3,0.00,0.00,48.529,96.838,0.000
230,12/15/24 08:50:54 PM,244.3,0.00,0.00,48.090,97.047,0.000
231,12/15/24 09:05:54 PM,244.3,0.00,0.00,47.080,97.479,0.000
232,12/15/24 09:20:54 PM,301.8,0.00,0.00,46.575,98.225,0.000
233,12/15/24 09:35:54 PM,320.1,0.00,0.00,46.038,98.462,0.000
234,12/15/24 09:50:54 PM,320.1,0.00,0.00,45.943,98.813,0.000
235,12/15/24 10:05:54 PM,320.1,0.00,0.00,45.343,98.734,0.000
236,12/15/24 10:20:54 PM,320.1,0.00,0.00,44.393,98.790,0.000
237,12/15/24 10:35:54 PM,320.1,0.00,0.00,44.537,99.280,0.000
238,12/15/24 10:50:54 PM,320.1,0.00,0.00,44.812,99.409,0.000
239,12/15/24 11:05:54 PM,320.1,0.00,0.00,44.571,99.454,0.000
240,12/15/24 11:20:54 PM,320.1,0.00,0.00,44.080,99.446,0.000
241,12/15/24 11:35:54 PM,320.1,0.00,0.00,43.052,99.315,0.000
242,12/15/24 11:50:54 PM,320.1,0.00,0.00,42.102,99.338,0.000
243,12/16/24 12:05:54 AM,320.1,0.00,0.00,41.421,99.500,0.000
244,12/16/24 12:20:54 AM,313.1,0.00,0.00,40.890,99.638,0.000
245,12/16/24 12:35:54 AM,261.1,0.00,0.00,40.798,99.887,0.000
246,12/16/24 12:50:54 AM,259.7,0.00,0.00,40.672,99.936,0.000
247,12/16/24 01:05:54 AM,259.7,0.00,0.00,41.479,99.997,0.000
248,12/16/24 01:20:54 AM,259.7,0.00,0.00,42.197,99.997,0.000
249,12/16/24 01:35:54 AM,259.7,0.00,0.00,42.346,99.997,0.000
250,12/16/24 01:50:54 AM,259.7,0.00,0.00,42.507,99.997,0.000
251,12/16/24 02:05:54 AM,259.7,0.00,0.00,42.854,99.997,0.000
252,12/16/24 02:20:54 AM,259.7,0.00,0.00,43.129,99.997,0.000
253,12/16/24 02:35:54 AM,259.7,0.00,0.00,43.327,99.997,0.000
254,12/16/24 02:50:54 AM,259.7,0.00,0.00,43.428,99.997,0.000
255,12/16/24 03:05:54 AM,259.7,0.00,0.00,43.650,99.997,0.000
256,12/16/24 03:20:54 AM,259.7,0.00,0.00,43.732,99.997,0.000
257,12/16/24 03:35:54 AM,292.0,0.00,0.00,43.365,99.997,0.000
258,12/16/24 03:50:54 AM,283.6,0.00,1.12,43.167,99.992,0.000
259,12/16/24 04:05:54 AM,165.7,0.00,2.26,43.587,99.997,0.000
260,12/16/24 04:20:54 AM,43.5,0.00,2.26,45.291,99.997,0.000
261,12/16/24 04:35:54 AM,113.7,0.00,1.12,45.108,99.292,0.000
262,12/16/24 04:50:54 AM,151.6,0.00,1.12,44.301,99.342,0.000
263,12/16/24 05:05:54 AM,143.2,0.00,0.00,44.109,99.289,0.000
264,12/16/24 05:20:54 AM,143.2,0.00,0.00,43.457,99.588,0.000
265,12/16/24 05:35:54 AM,143.2,0.00,0.00,43.196,99.910,0.000
266,12/16/24 05:50:54 AM,146.0,0.00,0.00,43.210,99.997,0.000
267,12/16/24 06:05:54 AM,226.0,0.00,0.00,43.713,99.997,0.000
268,12/16/24 06:20:54 AM,219.0,0.00,0.00,44.118,99.997,0.000
269,12/16/24 06:35:54 AM,212.0,0.00,0.00,44.479,99.878,0.020
270,12/16/24 06:50:54 AM,193.7,0.00,0.00,44.571,99.837,0.060
271,12/16/24 07:05:54 AM,168.5,0.00,0.00,44.717,99.997,0.050
272,12/16/24 07:20:54 AM,252.7,0.00,0.00,45.045,99.997,0.020
273,12/16/24 07:35:54 AM,256.9,0.00,0.00,45.108,99.997,0.040
274,12/16/24 07:50:54 AM,247.1,0.00,1.12,45.567,99.997,0.040
275,12/16/24 08:05:54 AM,22.5,0.00,2.26,46.242,99.997,0.010
276,12/16/24 08:20:54 AM,12.6,1.12,12.39,48.693,99.997,0.000
277,12/16/24 08:35:54 AM,12.6,0.00,6.76,51.294,98.972,0.000
278,12/16/24 08:50:54 AM,7.0,0.00,5.64,52.525,96.915,0.000
279,12/16/24 09:05:54 AM,88.4,0.00,6.76,54.280,93.150,0.000
280,12/16/24 09:20:54 AM,133.4,1.12,9.01,56.732,86.113,0.000
281,12/16/24 09:35:54 AM,161.5,1.12,10.13,57.061,85.202,0.000
282,12/16/24 09:50:54 AM,95.5,1.12,7.87,55.999,88.423,0.000
283,12/16/24 10:05:54 AM,123.5,1.12,11.25,58.224,82.222,0.000
284,12/16/24 10:20:54 AM,162.9,2.26,11.25,57.925,83.455,0.000
285,12/16/24 10:35:54 AM,161.5,1.12,6.76,57.331,85.962,0.000
286,12/16/24 10:50:54 AM,8.4,0.00,11.25,56.197,91.135,0.000
287,12/16/24 11:05:54 AM,42.1,0.00,7.87,56.593,90.469,0.000
288,12/16/24 11:20:54 AM,332.7,0.00,3.38,56.453,91.231,0.000
289,12/16/24 11:35:54 AM,336.9,0.00,3.38,56.511,93.440,0.000
290,12/16/24 11:50:54 AM,77.2,1.12,7.87,59.864,83.349,0.000
291,12/16/24 12:05:54 PM,113.7,1.12,7.87,61.660,77.432,0.000
292,12/16/24 12:20:54 PM,105.3,1.12,10.13,61.738,77.183,0.000
293,12/16/24 12:35:54 PM,213.4,0.00,10.13,62.731,74.966,0.000
294,12/16/24 12:50:54 PM,183.9,1.12,9.01,63.783,72.691,0.000
295,12/16/24 01:05:54 PM,144.6,0.00,5.64,64.009,71.839,0.000
296,12/16/24 01:20:54 PM,207.8,0.00,5.64,63.648,72.503,0.000
297,12/16/24 01:35:54 PM,116.5,1.12,10.13,62.712,73.431,0.000
298,12/16/24 01:50:54 PM,137.6,0.00,4.50,62.244,74.241,0.000
299,12/16/24 02:05:54 PM,153.0,0.00,5.64,62.166,74.791,0.000
300,12/16/24 02:20:54 PM,116.5,1.12,10.13,61.862,74.791,0.000
301,12/16/24 02:35:54 PM,178.3,0.00,7.87,61.887,75.125,0.000
302,12/16/24 02:50:54 PM,140.4,1.12,7.87,60.820,76.631,0.000
303,12/16/24 03:05:54 PM,139.0,0.00,5.64,60.647,76.992,0.000
304,12/16/24 03:20:54 PM,141.8,1.12,6.76,60.588,76.728,0.000
305,12/16/24 03:35:54 PM,98.3,1.12,7.87,60.685,76.199,0.000
306,12/16/24 03:50:54 PM,134.8,1.12,7.87,60.845,75.879,0.000
307,12/16/24 04:05:54 PM,146.0,0.00,5.64,61.129,75.242,0.000
308,12/16/24 04:20:54 PM,146.0,1.12,9.01,61.104,75.274,0.000
309,12/16/24 04:35:54 PM,140.4,1.12,5.64,61.056,75.079,0.000
310,12/16/24 04:50:54 PM,136.2,0.00,11.25,60.753,75.604,0.000
311,12/16/24 05:05:54 PM,82.8,0.00,10.13,60.318,76.640,0.000
312,12/16/24 05:20:54 PM,32.3,0.00,4.50,58.537,82.274,0.000
313,12/16/24 05:35:54 PM,110.9,0.00,7.87,58.977,80.528,0.000
314,12/16/24 05:50:54 PM,133.4,0.00,7.87,60.636,76.011,0.000
315,12/16/24 06:05:54 PM,113.7,0.00,9.01,60.406,76.907,0.000
316,12/16/24 06:20:54 PM,117.9,1.12,7.87,60.912,75.973,0.000
317,12/16/24 06:35:54 PM,5.6,0.00,6.76,59.281,81.131,0.000
318,12/16/24 06:50:54 PM,327.1,0.00,4.50,58.084,86.860,0.020
319,12/16/24 07:05:54 PM,22.5,0.00,0.00,56.125,94.995,0.010
320,12/16/24 07:20:54 PM,22.5,0.00,0.00,55.445,97.017,0.000
321,12/16/24 07:35:54 PM,43.5,0.00,6.76,54.840,97.787,0.010
322,12/16/24 07:50:54 PM,341.2,0.00,7.87,55.816,95.140,0.000
323,12/16/24 08:05:54 PM,144.6,2.26,13.51,58.899,85.362,0.000
324,12/16/24 08:20:54 PM,154.4,2.26,19.15,60.188,80.812,0.000
325,12/16/24 08:35:54 PM,169.9,3.38,14.63,60.834,78.926,0.000
326,12/16/24 08:50:54 PM,171.3,3.38,18.01,60.757,79.081,0.000
327,12/16/24 09:05:54 PM,160.0,3.38,10.13,60.980,77.887,0.000
328,12/16/24 09:20:54 PM,168.5,3.38,13.51,60.960,77.801,0.000
329,12/16/24 09:35:54 PM,160.0,2.26,10.13,60.708,78.355,0.000
330,12/16/24 09:50:54 PM,183.9,1.12,9.01,60.467,78.589,0.000
